,Comunidad/Provincia,Total,"V_Menos de 0,25","V_Entre 0,25 y 0,5","V_Entre 0,5 y 1",V_Entre 1 y 2,V_Entre 2 y 5,V_Entre 5 y 10,V_10 o mas,SD,Filename
854,Cataluña,382,153,56,50,23,16,3,1,80,2024_2T.xlsx
855,Barcelona,325,128,50,42,18,15,3,1,68,2024_2T.xlsx
856,Girona,16,5,4,2,2,1,0,0,2,2024_2T.xlsx
857,Lleida,18,11,1,3,2,0,0,0,1,2024_2T.xlsx
858,Tarragona,23,9,1,3,1,0,0,0,9,2024_2T.xlsx
859,Comunitat Valenciana,194,58,32,26,20,18,6,0,34,2024_2T.xlsx
860,Alicante,91,27,15,14,10,6,5,0,14,2024_2T.xlsx
861,Castellón,6,3,0,0,0,1,0,0,2,2024_2T.xlsx
862,Valencia,97,28,17,12,10,11,1,0,18,2024_2T.xlsx
863,Extremadura,15,6,2,1,1,0,0,0,5,2024_2T.xlsx
864,Badajoz,9,5,1,1,0,0,0,0,2,2024_2T.xlsx
865,Cáceres,6,1,1,0,1,0,0,0,3,2024_2T.xlsx
866,Galicia,69,30,7,11,5,4,1,1,10,2024_2T.xlsx
867,A Coruña,25,14,2,3,2,1,0,0,3,2024_2T.xlsx
868,Lugo,12,2,1,4,2,1,0,0,2,2024_2T.xlsx
869,Ourense,2,1,0,1,0,0,0,0,0,2024_2T.xlsx
870,Pontevedra,30,13,4,3,1,2,1,1,5,2024_2T.xlsx
871,Madrid,317,111,32,43,25,14,7,0,85,2024_2T.xlsx
872,Murcia,45,17,3,5,3,2,0,0,15,2024_2T.xlsx
873,Navarra,12,3,2,2,1,1,1,0,2,2024_2T.xlsx
874,Pais Vasco,73,23,16,6,2,8,2,0,16,2024_2T.xlsx
875,Araba/Álava,15,4,3,1,1,3,1,0,2,2024_2T.xlsx
876,Bizkaia,42,14,8,4,1,3,1,0,11,2024_2T.xlsx
877,Gipuzkoa,16,5,5,1,0,2,0,0,3,2024_2T.xlsx
878,La Rioja,6,1,0,1,1,0,0,0,3,2024_2T.xlsx
879,Ceuta y Melilla,3,2,0,1,0,0,0,0,0,2024_2T.xlsx
880,Ceuta,2,1,0,1,0,0,0,0,0,2024_2T.xlsx
881,Melilla,1,1,0,0,0,0,0,0,0,2024_2T.xlsx
882,Andalucía,155,60,18,14,21,9,1,0,32,2024_3T.xlsx
883,Almería,8,2,0,0,2,2,0,0,2,2024_3T.xlsx
884,Cádiz,19,8,2,2,1,0,0,0,6,2024_3T.xlsx
885,Córdoba,16,7,0,2,2,3,1,0,1,2024_3T.xlsx
886,Granada,13,4,0,2,4,0,0,0,3,2024_3T.xlsx
887,Huelva,9,2,3,1,0,1,0,0,2,2024_3T.xlsx
888,Jaén,12,4,2,0,4,0,0,0,2,2024_3T.xlsx
889,Málaga,24,8,3,1,4,1,0,0,7,2024_3T.xlsx
890,Sevilla,54,25,8,6,4,2,0,0,9,2024_3T.xlsx
891,Aragón,22,7,0,5,2,4,1,0,3,2024_3T.xlsx
892,Huesca,3,1,0,1,0,0,1,0,0,2024_3T.xlsx
893,Teruel,1,1,0,0,0,0,0,0,0,2024_3T.xlsx
894,Zaragoza,18,5,0,4,2,4,0,0,3,2024_3T.xlsx
895,Asturias,27,15,1,1,2,0,0,1,7,2024_3T.xlsx
896,"Balears, Illes",24,8,2,3,1,1,0,0,9,2024_3T.xlsx
897,Canarias,25,9,4,4,0,1,0,0,7,2024_3T.xlsx
898,Las Palmas de Gran Canaria,15,6,1,3,0,0,0,0,5,2024_3T.xlsx
899,Santa Cruz de Tenerife,10,3,3,1,0,1,0,0,2,2024_3T.xlsx
900,Cantabria,5,1,0,0,2,0,0,0,2,2024_3T.xlsx
901,Castilla y León,41,16,5,5,4,1,3,0,7,2024_3T.xlsx
902,Ávila,0,0,0,0,0,0,0,0,0,2024_3T.xlsx
903,Burgos,3,1,0,1,0,0,1,0,0,2024_3T.xlsx
904,León,9,4,0,2,1,1,0,0,1,2024_3T.xlsx
905,Palencia,2,2,0,0,0,0,0,0,0,2024_3T.xlsx
906,Salamanca,7,2,1,0,1,0,1,0,2,2024_3T.xlsx
907,Segovia,3,1,0,0,0,0,0,0,2,2024_3T.xlsx
908,Soria,2,1,0,1,0,0,0,0,0,2024_3T.xlsx
909,Valladolid,15,5,4,1,2,0,1,0,2,2024_3T.xlsx
910,Zamora,0,0,0,0,0,0,0,0,0,2024_3T.xlsx
911,Castilla-La Mancha,34,12,4,4,1,0,1,0,12,2024_3T.xlsx
912,Albacete,15,4,4,1,0,0,0,0,6,2024_3T.xlsx
913,Ciudad Real,5,1,0,2,0,0,1,0,1,2024_3T.xlsx
914,Cuenca,1,0,0,1,0,0,0,0,0,2024_3T.xlsx
915,Guadalajara,7,4,0,0,1,0,0,0,2,2024_3T.xlsx
916,Toledo,6,3,0,0,0,0,0,0,3,2024_3T.xlsx
917,Cataluña,297,104,35,39,28,12,4,0,75,2024_3T.xlsx
918,Barcelona,254,90,29,31,27,11,4,0,62,2024_3T.xlsx
919,Girona,25,9,4,3,0,0,0,0,9,2024_3T.xlsx
920,Lleida,7,3,1,2,0,1,0,0,0,2024_3T.xlsx
921,Tarragona,11,2,1,3,1,0,0,0,4,2024_3T.xlsx
922,Comunitat Valenciana,165,59,22,20,12,8,6,1,37,2024_3T.xlsx
923,Alicante,43,16,4,6,4,3,0,0,10,2024_3T.xlsx
924,Castellón,10,4,3,0,0,1,0,1,1,2024_3T.xlsx
925,Valencia,112,39,15,14,8,4,6,0,26,2024_3T.xlsx
926,Extremadura,20,7,3,2,2,0,0,0,6,2024_3T.xlsx
927,Badajoz,11,5,1,2,1,0,0,0,2,2024_3T.xlsx
928,Cáceres,9,2,2,0,1,0,0,0,4,2024_3T.xlsx
929,Galicia,71,33,12,14,2,1,1,0,8,2024_3T.xlsx
930,A Coruña,26,12,4,5,0,1,1,0,3,2024_3T.xlsx
931,Lugo,9,6,2,1,0,0,0,0,0,2024_3T.xlsx
932,Ourense,4,0,1,1,0,0,0,0,2,2024_3T.xlsx
933,Pontevedra,32,15,5,7,2,0,0,0,3,2024_3T.xlsx
934,Madrid,183,68,23,23,12,15,7,1,34,2024_3T.xlsx
935,Murcia,46,15,9,6,4,3,1,0,8,2024_3T.xlsx
936,Navarra,7,4,0,1,2,0,0,0,0,2024_3T.xlsx
937,Pais Vasco,62,32,11,8,3,2,2,0,4,2024_3T.xlsx
938,Araba/Álava,11,5,0,3,2,0,0,0,1,2024_3T.xlsx
939,Bizkaia,29,13,8,4,0,2,0,0,2,2024_3T.xlsx
940,Gipuzkoa,22,14,3,1,1,0,2,0,1,2024_3T.xlsx
941,La Rioja,5,1,1,0,0,0,0,0,3,2024_3T.xlsx
942,Ceuta y Melilla,3,3,0,0,0,0,0,0,0,2024_3T.xlsx
943,Ceuta,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,2024_3T.xlsx
944,Melilla,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,2024_3T.xlsx
945,Andalucía,166,81,15,18,9,9,3,1,30,2024_4T.xlsx
946,Almería,10,5,2,1,0,1,1,0,0,2024_4T.xlsx
947,Cádiz,25,11,3,2,0,1,0,0,8,2024_4T.xlsx
948,Córdoba,12,5,1,3,1,0,1,1,0,2024_4T.xlsx
949,Granada,10,6,1,2,0,1,0,0,0,2024_4T.xlsx
950,Huelva,4,3,0,0,0,0,0,0,1,2024_4T.xlsx
951,Jaén,8,3,1,0,2,1,0,0,1,2024_4T.xlsx
952,Málaga,41,22,2,3,2,2,1,0,9,2024_4T.xlsx
953,Sevilla,56,26,5,7,4,3,0,0,11,2024_4T.xlsx
954,Aragón,24,11,5,1,0,0,1,0,6,2024_4T.xlsx
955,Huesca,1,1,0,0,0,0,0,0,0,2024_4T.xlsx
956,Teruel,4,2,1,0,0,0,0,0,1,2024_4T.xlsx
957,Zaragoza,19,8,4,1,0,0,1,0,5,2024_4T.xlsx
958,Asturias,23,9,4,3,1,1,0,0,5,2024_4T.xlsx
959,"Balears, Illes",9,4,1,1,0,0,0,0,3,2024_4T.xlsx
960,Canarias,40,10,5,5,3,3,4,0,10,2024_4T.xlsx
961,Las Palmas de Gran Canaria,23,8,1,2,2,2,2,0,6,2024_4T.xlsx
962,Santa Cruz de Tenerife,17,2,4,3,1,1,2,0,4,2024_4T.xlsx
963,Cantabria,12,4,0,1,1,2,0,0,4,2024_4T.xlsx
964,Castilla y León,21,10,3,1,2,0,1,0,4,2024_4T.xlsx
965,Ávila,1,1,0,0,0,0,0,0,0,2024_4T.xlsx
966,Burgos,2,1,0,0,0,0,0,0,1,2024_4T.xlsx
967,León,7,3,1,0,1,0,0,0,2,2024_4T.xlsx
968,Palencia,2,1,0,0,1,0,0,0,0,2024_4T.xlsx
969,Salamanca,2,1,0,0,0,0,1,0,0,2024_4T.xlsx
970,Segovia,0,0,0,0,0,0,0,0,0,2024_4T.xlsx
971,Soria,0,0,0,0,0,0,0,0,0,2024_4T.xlsx
972,Valladolid,6,3,1,1,0,0,0,0,1,2024_4T.xlsx
973,Zamora,1,0,1,0,0,0,0,0,0,2024_4T.xlsx
974,Castilla-La Mancha,34,15,4,3,6,1,1,0,4,2024_4T.xlsx
975,Albacete,9,4,2,1,2,0,0,0,0,2024_4T.xlsx
976,Ciudad Real,8,6,0,1,1,0,0,0,0,2024_4T.xlsx
977,Cuenca,2,0,0,1,0,0,0,0,1,2024_4T.xlsx
978,Guadalajara,3,1,1,0,0,0,0,0,1,2024_4T.xlsx
979,Toledo,12,4,1,0,3,1,1,0,2,2024_4T.xlsx
980,Cataluña,351,119,47,47,24,27,5,0,82,2024_4T.xlsx
981,Barcelona,308,106,40,43,24,22,5,0,68,2024_4T.xlsx
982,Girona,16,4,4,0,0,2,0,0,6,2024_4T.xlsx
983,Lleida,12,3,2,1,0,2,0,0,4,2024_4T.xlsx
984,Tarragona,15,6,1,3,0,1,0,0,4,2024_4T.xlsx
985,Comunitat Valenciana,149,53,24,16,10,10,6,0,30,2024_4T.xlsx
986,Alicante,47,18,7,5,4,3,1,0,9,2024_4T.xlsx
987,Castellón,11,4,3,0,1,0,0,0,3,2024_4T.xlsx
988,Valencia,91,31,14,11,5,7,5,0,18,2024_4T.xlsx
989,Extremadura,19,9,4,4,1,0,0,0,1,2024_4T.xlsx
990,Badajoz,10,6,1,1,1,0,0,0,1,2024_4T.xlsx
991,Cáceres,9,3,3,3,0,0,0,0,0,2024_4T.xlsx
992,Galicia,63,24,11,8,6,4,2,0,8,2024_4T.xlsx
993,A Coruña,32,12,6,4,2,2,2,0,4,2024_4T.xlsx
994,Lugo,8,5,1,0,0,0,0,0,2,2024_4T.xlsx
995,Ourense,2,0,1,0,1,0,0,0,0,2024_4T.xlsx
996,Pontevedra,21,7,3,4,3,2,0,0,2,2024_4T.xlsx
997,Madrid,356,138,44,31,31,16,4,0,92,2024_4T.xlsx
998,Murcia,46,18,6,5,7,1,0,0,9,2024_4T.xlsx
999,Navarra,11,5,0,3,2,0,0,0,1,2024_4T.xlsx
1000,Pais Vasco,68,34,6,6,5,8,2,0,7,2024_4T.xlsx
1001,Araba/Álava,15,9,1,0,0,3,2,0,0,2024_4T.xlsx
1002,Bizkaia,34,13,5,5,4,2,0,0,5,2024_4T.xlsx
1003,Gipuzkoa,19,12,0,1,1,3,0,0,2,2024_4T.xlsx
1004,La Rioja,3,3,0,0,0,0,0,0,0,2024_4T.xlsx
1005,Ceuta y Melilla,2,0,0,0,0,0,0,0,2,2024_4T.xlsx
1006,Ceuta,2,0,0,0,0,0,0,0,2,2024_4T.xlsx
1007,Melilla,0,0,0,0,0,0,0,0,0,2024_4T.xlsx
1008,Andalucía,178,62,13,18,6,8,6,0,65,2025_1T.xlsx
1009,Almería,17,5,1,0,1,0,2,0,8,2025_1T.xlsx
1010,Cádiz,18,6,0,5,1,1,0,0,5,2025_1T.xlsx
1011,Córdoba,6,2,0,1,1,0,0,0,2,2025_1T.xlsx
1012,Granada,21,10,1,2,0,0,0,0,8,2025_1T.xlsx
1013,Huelva,6,1,2,0,0,1,0,0,2,2025_1T.xlsx
1014,Jaén,5,2,1,0,0,1,0,0,1,2025_1T.xlsx
1015,Málaga,42,12,4,8,0,2,2,0,14,2025_1T.xlsx
1016,Sevilla,63,24,4,2,3,3,2,0,25,2025_1T.xlsx
1017,Aragón,27,5,1,3,5,0,2,0,11,2025_1T.xlsx
1018,Huesca,6,0,0,0,1,0,1,0,4,2025_1T.xlsx
1019,Teruel,1,0,0,0,0,0,0,0,1,2025_1T.xlsx
1020,Zaragoza,20,5,1,3,4,0,1,0,6,2025_1T.xlsx
1021,Asturias,31,9,3,2,3,2,2,0,10,2025_1T.xlsx
1022,"Balears, Illes",39,11,1,1,1,0,0,0,25,2025_1T.xlsx
1023,Canarias,28,7,3,3,0,3,1,0,11,2025_1T.xlsx
1024,Las Palmas de Gran Canaria,16,2,3,1,0,1,1,0,8,2025_1T.xlsx
1025,Santa Cruz de Tenerife,12,5,0,2,0,2,0,0,3,2025_1T.xlsx
1026,Cantabria,10,1,2,0,2,2,0,0,3,2025_1T.xlsx
1027,Castilla y León,28,13,1,3,3,2,2,0,4,2025_1T.xlsx
1028,Ávila,1,1,0,0,0,0,0,0,0,2025_1T.xlsx
1029,Burgos,5,2,0,0,0,1,1,0,1,2025_1T.xlsx
1030,León,3,1,0,1,0,0,0,0,1,2025_1T.xlsx
1031,Palencia,1,0,0,0,0,0,0,0,1,2025_1T.xlsx
1032,Salamanca,6,3,0,0,1,1,1,0,0,2025_1T.xlsx
1033,Segovia,0,0,0,0,0,0,0,0,0,2025_1T.xlsx
1034,Soria,1,0,0,0,1,0,0,0,0,2025_1T.xlsx
1035,Valladolid,10,5,1,2,1,0,0,0,1,2025_1T.xlsx
1036,Zamora,1,1,0,0,0,0,0,0,0,2025_1T.xlsx
1037,Castilla-La Mancha,44,11,4,5,4,2,0,0,18,2025_1T.xlsx
1038,Albacete,12,4,1,1,2,0,0,0,4,2025_1T.xlsx
1039,Ciudad Real,19,5,2,2,0,2,0,0,8,2025_1T.xlsx
1040,Cuenca,2,1,1,0,0,0,0,0,0,2025_1T.xlsx
1041,Guadalajara,5,0,0,1,1,0,0,0,3,2025_1T.xlsx
1042,Toledo,6,1,0,1,1,0,0,0,3,2025_1T.xlsx
1043,Cataluña,450,145,33,48,35,16,3,0,170,2025_1T.xlsx
1044,Barcelona,386,132,28,37,31,14,3,0,141,2025_1T.xlsx
1045,Girona,15,5,1,2,1,0,0,0,6,2025_1T.xlsx
1046,Lleida,16,1,0,3,2,0,0,0,10,2025_1T.xlsx
1047,Tarragona,33,7,4,6,1,2,0,0,13,2025_1T.xlsx
1048,Comunitat Valenciana,206,59,24,25,22,13,6,0,57,2025_1T.xlsx
1049,Alicante,108,31,14,17,16,7,3,0,20,2025_1T.xlsx
1050,Castellón,14,4,0,1,2,1,0,0,6,2025_1T.xlsx
1051,Valencia,84,24,10,7,4,5,3,0,31,2025_1T.xlsx
1052,Extremadura,25,8,2,1,2,3,1,0,8,2025_1T.xlsx
1053,Badajoz,22,7,2,1,2,3,1,0,6,2025_1T.xlsx
1054,Cáceres,3,1,0,0,0,0,0,0,2,2025_1T.xlsx
1055,Galicia,56,24,5,9,6,0,1,0,11,2025_1T.xlsx
1056,A Coruña,23,11,1,2,2,0,1,0,6,2025_1T.xlsx
1057,Lugo,14,2,3,4,3,0,0,0,2,2025_1T.xlsx
1058,Ourense,4,3,1,0,0,0,0,0,0,2025_1T.xlsx
1059,Pontevedra,15,8,0,3,1,0,0,0,3,2025_1T.xlsx
1060,Madrid,375,114,33,43,24,14,6,0,141,2025_1T.xlsx
1061,Murcia,63,16,7,5,6,4,3,0,22,2025_1T.xlsx
1062,Navarra,17,5,3,2,0,3,0,0,4,2025_1T.xlsx
1063,Pais Vasco,82,32,7,14,8,5,2,0,14,2025_1T.xlsx
1064,Araba/Álava,13,5,2,3,1,0,0,0,2,2025_1T.xlsx
1065,Bizkaia,49,21,5,4,6,2,2,0,9,2025_1T.xlsx
1066,Gipuzkoa,20,6,0,7,1,3,0,0,3,2025_1T.xlsx
1067,La Rioja,5,0,0,0,1,2,0,0,2,2025_1T.xlsx
1068,Ceuta y Melilla,2,1,1,0,0,0,0,0,0,2025_1T.xlsx
1069,Ceuta,1,1,0,0,0,0,0,0,0,2025_1T.xlsx
1070,Melilla,1,0,1,0,0,0,0,0,0,2025_1T.xlsx
1071,Andalucía,137,47,17,15,9,7,4,0,38,2025_2T.xlsx
1072,Almería,18,2,2,3,3,2,0,0,6,2025_2T.xlsx
1073,Cádiz,13,9,0,1,1,0,0,0,2,2025_2T.xlsx
1074,Córdoba,11,2,4,2,0,1,1,0,1,2025_2T.xlsx
1075,Granada,14,3,2,3,1,0,0,0,5,2025_2T.xlsx
1076,Huelva,4,1,1,1,0,0,0,0,1,2025_2T.xlsx
1077,Jaén,4,1,0,0,0,0,0,0,3,2025_2T.xlsx
1078,Málaga,37,18,2,4,2,1,2,0,8,2025_2T.xlsx
1079,Sevilla,36,11,6,1,2,3,1,0,12,2025_2T.xlsx
1080,Aragón,24,5,3,3,2,1,2,0,8,2025_2T.xlsx
1081,Huesca,4,1,0,0,1,0,0,0,2,2025_2T.xlsx
1082,Teruel,2,1,0,0,0,1,0,0,0,2025_2T.xlsx
1083,Zaragoza,18,3,3,3,1,0,2,0,6,2025_2T.xlsx
1084,Asturias,20,2,3,5,2,0,0,0,8,2025_2T.xlsx
1085,"Balears, Illes",30,12,3,3,3,2,0,0,7,2025_2T.xlsx
1086,Canarias,23,9,1,4,1,2,0,0,6,2025_2T.xlsx
1087,Las Palmas de Gran Canaria,13,6,0,2,1,2,0,0,2,2025_2T.xlsx
1088,Santa Cruz de Tenerife,10,3,1,2,0,0,0,0,4,2025_2T.xlsx
1089,Cantabria,4,1,0,2,0,1,0,0,0,2025_2T.xlsx
1090,Castilla y León,28,9,3,4,3,2,0,0,7,2025_2T.xlsx
1091,Ávila,0,0,0,0,0,0,0,0,0,2025_2T.xlsx
1092,Burgos,5,3,0,2,0,0,0,0,0,2025_2T.xlsx
1093,León,4,0,1,2,0,0,0,0,1,2025_2T.xlsx
1094,Palencia,2,0,0,0,0,1,0,0,1,2025_2T.xlsx
1095,Salamanca,1,1,0,0,0,0,0,0,0,2025_2T.xlsx
1096,Segovia,4,0,0,0,0,1,0,0,3,2025_2T.xlsx
1097,Soria,1,1,0,0,0,0,0,0,0,2025_2T.xlsx
1098,Valladolid,5,2,1,0,0,0,0,0,2,2025_2T.xlsx
1099,Zamora,6,2,1,0,3,0,0,0,0,2025_2T.xlsx
1100,Castilla-La Mancha,48,14,6,7,1,2,2,0,16,2025_2T.xlsx
1101,Albacete,14,5,2,1,0,0,1,0,5,2025_2T.xlsx
1102,Ciudad Real,9,3,1,0,1,0,0,0,4,2025_2T.xlsx
1103,Cuenca,2,0,0,1,0,0,0,0,1,2025_2T.xlsx
1104,Guadalajara,7,2,2,1,0,0,0,0,2,2025_2T.xlsx
1105,Toledo,16,4,1,4,0,2,1,0,4,2025_2T.xlsx
1106,Cataluña,376,121,33,49,26,20,5,0,122,2025_2T.xlsx
1107,Barcelona,328,105,28,35,26,17,5,0,112,2025_2T.xlsx
1108,Girona,19,4,1,7,0,2,0,0,5,2025_2T.xlsx
1109,Lleida,13,7,2,2,0,1,0,0,1,2025_2T.xlsx
1110,Tarragona,16,5,2,5,0,0,0,0,4,2025_2T.xlsx
1111,Comunitat Valenciana,219,74,28,26,16,15,4,0,56,2025_2T.xlsx
1112,Alicante,104,35,16,15,8,7,1,0,22,2025_2T.xlsx
1113,Castellón,15,7,0,2,1,3,0,0,2,2025_2T.xlsx
1114,Valencia,100,32,12,9,7,5,3,0,32,2025_2T.xlsx
1115,Extremadura,15,7,0,2,1,1,0,0,4,2025_2T.xlsx
1116,Badajoz,11,6,0,0,1,1,0,0,3,2025_2T.xlsx
1117,Cáceres,4,1,0,2,0,0,0,0,1,2025_2T.xlsx
1118,Galicia,88,25,12,9,11,8,2,0,21,2025_2T.xlsx
1119,A Coruña,41,10,4,5,7,3,0,0,12,2025_2T.xlsx
1120,Lugo,8,4,0,1,1,0,1,0,1,2025_2T.xlsx
1121,Ourense,3,1,0,1,0,1,0,0,0,2025_2T.xlsx
1122,Pontevedra,36,10,8,2,3,4,1,0,8,2025_2T.xlsx
1123,Madrid,280,95,32,23,17,10,4,1,98,2025_2T.xlsx
1124,Murcia,41,14,5,4,5,3,3,0,7,2025_2T.xlsx
1125,Navarra,12,4,3,0,1,1,0,0,3,2025_2T.xlsx
1126,Pais Vasco,77,26,16,8,6,6,2,0,13,2025_2T.xlsx
1127,Araba/Álava,10,3,3,0,1,2,0,0,1,2025_2T.xlsx
1128,Bizkaia,42,11,10,6,4,1,0,0,10,2025_2T.xlsx
1129,Gipuzkoa,25,12,3,2,1,3,2,0,2,2025_2T.xlsx
1130,La Rioja,11,3,2,2,1,2,0,0,1,2025_2T.xlsx
1131,Ceuta y Melilla,2,1,0,0,0,0,0,0,1,2025_2T.xlsx
1132,Ceuta,2,1,0,0,0,0,0,0,1,2025_2T.xlsx
1133,Melilla,0,0,0,0,0,0,0,0,0,2025_2T.xlsx
